Season;Week;Home or Away;Opponent;Outcome
Regular Season;4;Away;WAS;W
Regular Season;5;Home;ATL;W
Regular Season;6;Away;PHI;L
Regular Season;7;Away;DAL;L
Regular Season;9;Home;IND;L
Regular Season;10;Away;SEA;L
Regular Season;11;Home;SF;L
Regular Season;12;Home;DAL;L
Regular Season;13;Away;JAC;L
Regular Season;14;Away;TEN;W
Regular Season;15;Home;WAS;W
Regular Season;16;Away;STL;W
Regular Season;17;Home;PHI;L
Preseason;1;Away;PIT;W
Preseason;2;Home;IND;L
Preseason;3;Home;NYJ;L
Preseason;4;Away;NE;L
Regular Season;1;Away;DAL;L
Regular Season;2;Home;DEN;L
Regular Season;3;Away;CAR;L
Regular Season;4;Away;KC;L
Regular Season;5;Home;PHI;L
Regular Season;6;Away;CHI;L
Regular Season;7;Home;MIN;W
Regular Season;8;Away;PHI;W
Regular Season;10;Home;OAK;W
Regular Season;11;Home;GB;W
Regular Season;12;Home;DAL;L
Regular Season;13;Away;WAS;W
Regular Season;14;Away;SD;L
Regular Season;15;Home;SEA;L
Regular Season;16;Away;DET;W
Regular Season;17;Home;WAS;W
Preseason;1;Away;JAC;L
Preseason;2;Away;NYJ;W
Preseason;3;Home;CHI;L
Preseason;4;Home;NE;W
Regular Season;1;Home;DAL;L
Regular Season;2;Home;TB;W
Regular Season;3;Away;CAR;W
Regular Season;4;Away;PHI;L
Regular Season;5;Home;CLE;W
Regular Season;6;Away;SF;W
Regular Season;7;Home;WAS;W
Regular Season;8;Away;DAL;W
Regular Season;9;Home;PIT;L
Regular Season;10;Away;CIN;L
Regular Season;12;Home;GB;W
Regular Season;13;Away;WAS;L
Regular Season;14;Home;NO;W
Regular Season;15;Away;ATL;L
Regular Season;16;Away;BAL;L
Regular Season;17;Home;PHI;W
Pro Bowl;21;Away;NPR;L
Preseason;1;Away;CAR;L
Preseason;2;Home;CHI;W
Preseason;3;Home;NYJ;L
Preseason;4;Away;NE;W
Regular Season;1;Away;WAS;L
Regular Season;2;Home;STL;W
Regular Season;3;Away;PHI;W
Regular Season;4;Away;ARI;W
Regular Season;5;Home;SEA;L
Regular Season;6;Home;BUF;W
Regular Season;8;Home;MIA;W
Regular Season;9;Away;NE;W
Regular Season;10;Away;SF;L
Regular Season;11;Home;PHI;L
Regular Season;12;Away;NO;L
Regular Season;13;Home;GB;L
Regular Season;14;Away;DAL;W
Regular Season;15;Home;WAS;L
Regular Season;16;Away;NYJ;W
Regular Season;17;Home;DAL;W
Postseason;18;Home;ATL;W
Postseason;19;Away;GB;W
Postseason;20;Away;SF;W
Postseason;22;Away;NE;W
Pro Bowl;21;Away;APR;L
Preseason;1;Away;NYJ;W
Preseason;2;Home;PIT;L
Preseason;3;Away;BAL;L
Preseason;4;Home;NE;W
Regular Season;1;Home;CAR;W
Regular Season;2;Away;IND;L
Regular Season;3;Home;TEN;L
Regular Season;4;Home;CHI;W
Regular Season;5;Away;HOU;W
Regular Season;6;Home;DET;W
Regular Season;7;Away;DAL;W
Regular Season;9;Away;SEA;W
Regular Season;10;Home;DAL;L
Regular Season;11;Away;PHI;L
Regular Season;12;Home;JAC;W
Regular Season;13;Home;WAS;W
Regular Season;14;Away;MIN;W
Regular Season;15;Home;PHI;L
Regular Season;16;Away;GB;L
Regular Season;17;Away;WAS;W
Preseason;1;Home;CAR;W
Preseason;2;Away;CHI;L
Preseason;3;Home;NYJ;L
Preseason;4;Away;NE;L
Regular Season;1;Home;WAS;W
Regular Season;2;Away;DAL;W
Regular Season;3;Away;TB;W
Regular Season;4;Away;KC;W
Regular Season;5;Home;OAK;W
Regular Season;6;Away;NO;L
Regular Season;7;Home;ARI;L
Regular Season;8;Away;PHI;L
Regular Season;9;Home;SD;L
Regular Season;11;Home;ATL;W
Regular Season;12;Away;DEN;L
Regular Season;13;Home;DAL;W
Regular Season;14;Home;PHI;L
Regular Season;15;Away;WAS;W
Regular Season;16;Home;CAR;L
Regular Season;17;Away;MIN;L
Preseason;1;Away;DET;L
Preseason;2;Home;CLE;W
Preseason;3;Away;NYJ;L
Preseason;4;Home;NE;W
Regular Season;1;Home;WAS;W
Regular Season;2;Away;STL;W
Regular Season;3;Home;CIN;W
Regular Season;5;Home;SEA;W
Regular Season;6;Away;CLE;L
Regular Season;7;Home;SF;W
Regular Season;8;Away;PIT;W
Regular Season;9;Home;DAL;W
Regular Season;10;Away;PHI;W
Regular Season;11;Home;BAL;W
Regular Season;12;Away;ARI;W
Regular Season;13;Away;WAS;W
Regular Season;14;Home;PHI;L
Regular Season;15;Away;DAL;L
Regular Season;16;Home;CAR;W
Regular Season;17;Away;MIN;L
Postseason;19;Home;PHI;L
Pro Bowl;22;Away;APR;W
Preseason;1;Home;CAR;L
Preseason;2;Away;BAL;W
Preseason;3;Home;NYJ;L
Preseason;4;Away;NE;L
Regular Season;1;Away;DAL;L
Regular Season;2;Home;GB;L
Regular Season;3;Away;WAS;W
Regular Season;4;Home;PHI;W
Regular Season;5;Home;NYJ;W
Regular Season;6;Away;ATL;W
Regular Season;7;Home;SF;W
Regular Season;8;Away;MIA;W
Regular Season;10;Home;DAL;L
Regular Season;11;Away;DET;W
Regular Season;12;Home;MIN;L
Regular Season;13;Away;CHI;W
Regular Season;14;Away;PHI;W
Regular Season;15;Home;WAS;L
Regular Season;16;Away;BUF;W
Regular Season;17;Home;NE;L
Postseason;18;Away;TB;W
Postseason;19;Away;DAL;W
Postseason;20;Away;GB;W
Postseason;21;Away;NE;W
Preseason;1;Away;BAL;W
Preseason;2;Home;KC;W
Preseason;3;Away;NYJ;W
Preseason;4;Home;NE;W
Regular Season;1;Home;IND;L
Regular Season;2;Away;PHI;W
Regular Season;3;Away;SEA;L
Regular Season;5;Home;WAS;W
Regular Season;6;Away;ATL;W
Regular Season;7;Away;DAL;W
Regular Season;8;Home;TB;W
Regular Season;9;Home;HOU;W
Regular Season;10;Home;CHI;L
Regular Season;11;Away;JAC;L
Regular Season;12;Away;TEN;L
Regular Season;13;Home;DAL;L
Regular Season;14;Away;CAR;W
Regular Season;15;Home;PHI;L
Regular Season;16;Home;NO;L
Regular Season;17;Away;WAS;W
Postseason;18;Away;PHI;L
Regular Season;1;Home;ARI;W
Regular Season;2;Away;NO;W
Regular Season;3;Away;SD;L
Regular Season;4;Home;STL;W
Regular Season;6;Away;DAL;L
Regular Season;7;Home;DEN;W
Regular Season;8;Home;WAS;W
Regular Season;9;Away;SF;W
Regular Season;10;Home;MIN;L
Regular Season;11;Home;PHI;W
Regular Season;12;Away;SEA;L
Regular Season;13;Home;DAL;W
Regular Season;14;Away;PHI;W
Regular Season;15;Home;KC;W
Regular Season;16;Away;WAS;L
Regular Season;17;Away;OAK;W
Postseason;18;Home;CAR;L
Regular Season;1;Away;PHI;L
Regular Season;2;Home;WAS;W
Regular Season;3;Home;CLE;W
Regular Season;4;Away;GB;W
Regular Season;5;Away;DAL;W
Regular Season;7;Home;DET;L
Regular Season;8;Away;MIN;W
Regular Season;9;Home;CHI;L
Regular Season;10;Away;ARI;L
Regular Season;11;Home;ATL;L
Regular Season;12;Home;PHI;L
Regular Season;13;Away;WAS;L
Regular Season;14;Away;BAL;L
Regular Season;15;Home;PIT;L
Regular Season;16;Away;CIN;L
Regular Season;17;Home;DAL;W
Regular Season;11;Away;WAS;W
Regular Season;12;Home;NYG;W
Regular Season;13;Home;PHI;W
Regular Season;14;Away;MIN;L
Regular Season;15;Home;DAL;L
Regular Season;16;Home;WAS;W
Regular Season;17;Away;PHI;L
Regular Season;1;Away;CHI;L
Regular Season;2;Home;DET;W
Regular Season;3;Home;DAL;L
Regular Season;4;Away;PIT;W
Regular Season;6;Home;HOU;W
Regular Season;7;Away;TB;L
Regular Season;8;Away;GB;L
Regular Season;9;Home;CHI;L
Regular Season;10;Home;GB;W
Regular Season;11;Away;ARI;W
Regular Season;12;Home;NO;W
Regular Season;13;Away;DET;L
Regular Season;14;Home;TB;W
Regular Season;15;Home;CLE;W
Regular Season;16;Away;SF;L
Regular Season;17;Away;CIN;L
Preseason;1;Home;STL;L
Preseason;2;Away;BAL;L
Preseason;3;Away;NYG;W
Preseason;4;Home;PHI;W
Regular Season;1;Away;HOU;W
Regular Season;2;Home;NE;W
Regular Season;3;Home;TEN;W
Regular Season;4;Away;NO;L
Regular Season;5;Away;MIA;L
Regular Season;6;Home;BUF;L
Regular Season;7;Away;OAK;W
Regular Season;8;Home;MIA;L
Regular Season;10;Home;JAC;L
Regular Season;11;Away;NE;L
Regular Season;12;Home;CAR;W
Regular Season;13;Away;BUF;W
Regular Season;14;Away;TB;W
Regular Season;15;Home;ATL;L
Regular Season;16;Away;IND;W
Regular Season;17;Home;CIN;W
Postseason;18;Away;CIN;W
Postseason;19;Away;SD;W
Postseason;20;Away;IND;L
Preseason;1;Away;CLE;W
Preseason;2;Home;WAS;L
Preseason;3;Home;NYG;W
Preseason;4;Away;PHI;W
Regular Season;1;Away;MIA;W
Regular Season;2;Home;NE;L
Regular Season;3;Away;SD;L
Regular Season;4;Home;ARI;W
Regular Season;6;Home;CIN;W
Regular Season;7;Away;OAK;L
Regular Season;8;Home;KC;W
Regular Season;1;Away;DAL;L
Regular Season;2;Home;MIA;L
Regular Season;3;Away;NE;W
Regular Season;4;Away;BUF;L
Regular Season;5;Home;PHI;L
Regular Season;6;Away;STL;W
Regular Season;7;Home;NYJ;L
Regular Season;8;Home;DEN;W
Regular Season;9;Away;MIA;L
Regular Season;10;Home;WAS;W
Regular Season;11;Away;SEA;W
Regular Season;12;Home;CLE;L
Regular Season;13;Home;NE;L
Regular Season;14;Away;NYJ;L
Regular Season;15;Away;PIT;L
Regular Season;16;Home;BUF;L
Regular Season;1;Away;SEA;W
Regular Season;2;Away;NYJ;W
Regular Season;3;Home;BUF;W
Regular Season;4;Home;MIA;W
Regular Season;5;Away;KC;W
Regular Season;6;Away;NE;L
Regular Season;7;Home;PIT;W
Regular Season;8;Home;WAS;W
Regular Season;9;Away;BUF;W
Regular Season;10;Home;NYJ;W
Regular Season;11;Away;DEN;L
Regular Season;1;Away;NE;W
Regular Season;2;Home;CIN;W
Regular Season;3;Away;DAL;L
Regular Season;4;Home;TB;W
Regular Season;5;Home;MIA;W
Regular Season;6;Away;BUF;W
Regular Season;7;Away;NYJ;W
Regular Season;8;Home;HOU;W
Regular Season;9;Away;SD;W
Regular Season;10;Home;NE;L
Regular Season;11;Away;MIA;W
Regular Season;12;Home;NYJ;W
Regular Season;13;Away;STL;L
Regular Season;14;Home;BUF;W
Postseason;15;Home;PIT;L
Preseason;1;Home;STL;W
Preseason;2;Away;MIN;L
Preseason;3;Home;ARI;L
Regular Season;1;Away;IND;L
Regular Season;2;Away;DAL;L
Regular Season;3;Home;BUF;L
Regular Season;4;Home;CIN;W
Regular Season;5;Away;PIT;L
Regular Season;7;Home;CLE;L
Regular Season;8;Away;PHI;L
Regular Season;9;Away;RAI;L
Regular Season;10;Home;PIT;L
Regular Season;11;Away;CIN;L
Regular Season;12;Home;NYG;L
Regular Season;13;Away;CLE;L
Regular Season;14;Home;ARI;L
Regular Season;15;Home;SEA;L
Regular Season;16;Away;KC;L
Regular Season;17;Home;NYJ;W
Regular Season;1;Away;NO;L
Regular Season;2;Home;KC;W
Regular Season;3;Away;SD;L
Regular Season;4;Home;RAM;L
Regular Season;6;Away;BUF;L
Regular Season;7;Away;NE;W
Regular Season;8;Home;CIN;W
Regular Season;10;Home;SEA;W
Regular Season;11;Away;CIN;W
Regular Season;12;Away;CLE;W
Regular Season;13;Home;PIT;W
Regular Season;14;Home;ATL;W
Regular Season;15;Home;CLE;W
Regular Season;16;Away;PIT;W
Regular Season;17;Away;SF;W
Regular Season;18;Home;NYJ;W
Regular Season;7;Away;DEN;L
Regular Season;8;Home;CIN;W
Regular Season;9;Away;PIT;L
Regular Season;10;Home;CLE;L
Regular Season;11;Away;MIN;W
Regular Season;12;Away;MIA;L
Regular Season;13;Away;DET;W
Regular Season;14;Home;CHI;W
Regular Season;15;Home;GB;L
Regular Season;16;Away;CLE;W
Regular Season;17;Home;BUF;W
Regular Season;1;Home;MIN;L
Regular Season;2;Away;BAL;W
Regular Season;3;Home;DET;W
Regular Season;4;Home;BUF;L
Regular Season;5;Home;LA;W
Regular Season;6;Away;CHI;L
Regular Season;8;Home;NYG;L
Regular Season;10;Away;DEN;W
Regular Season;12;Away;STL;W
Regular Season;13;Home;OAK;L
Regular Season;14;Home;MIN;L
Regular Season;1;Home;LA;L
Regular Season;3;Home;OAK;W
Regular Season;4;Home;DEN;W
Regular Season;6;Away;CIN;L
Regular Season;8;Away;SD;W
Regular Season;10;Home;HOU;W
Regular Season;14;Home;SD;W
Regular Season;6;Home;PHI;L
Regular Season;7;Away;SD;W
Regular Season;8;Home;OAK;W
Regular Season;9;Away;PIT;L
Regular Season;10;Home;SD;L
Preseason;1;Away;SEA;W
Preseason;2;Away;HOU;W
Preseason;3;Home;SF;W
Preseason;4;Home;ARI;L
Regular Season;1;Home;BAL;W
Regular Season;2;Away;KC;W
Regular Season;3;Away;DET;W
Regular Season;4;Home;MIN;W
Regular Season;5;Away;OAK;W
Regular Season;6;Away;CLE;W
Regular Season;8;Home;GB;W
Regular Season;9;Away;IND;L
Regular Season;10;Home;KC;L
Regular Season;11;Away;CHI;W
Regular Season;12;Home;NE;W
Regular Season;13;Away;SD;W
Regular Season;14;Home;OAK;L
Regular Season;15;Away;PIT;L
Regular Season;16;Home;CIN;W
Regular Season;17;Home;SD;W
Postseason;19;Home;PIT;W
Postseason;20;Home;NE;W
Postseason;22;Home;CAR;W
Preseason;1;Home;SEA;W
Preseason;2;Away;SF;W
Preseason;3;Home;HOU;L
Preseason;4;Away;DAL;W
Regular Season;1;Home;IND;W
Regular Season;2;Home;KC;W
Regular Season;3;Away;SEA;L
Regular Season;5;Home;ARI;W
Regular Season;6;Away;NYJ;W
Regular Season;7;Home;SF;W
Regular Season;8;Home;SD;W
Regular Season;9;Away;NE;L
Regular Season;10;Away;OAK;W
Regular Season;11;Away;STL;L
Regular Season;12;Home;MIA;W
Regular Season;13;Away;KC;W
Regular Season;14;Home;BUF;W
Regular Season;15;Away;SD;W
Regular Season;16;Away;CIN;L
Regular Season;17;Home;OAK;W
Postseason;19;Home;IND;L
Pro Bowl;21;Away;CRT;W
Preseason;1;Away;SF;W
Preseason;2;Away;SEA;L
Preseason;3;Home;STL;W
Preseason;4;Home;ARI;L
Regular Season;1;Home;BAL;W
Regular Season;2;Away;NYG;W
Regular Season;3;Home;OAK;W
Regular Season;4;Home;PHI;W
Regular Season;5;Away;DAL;W
Regular Season;6;Home;JAC;W
Regular Season;7;Away;IND;L
Regular Season;8;Home;WAS;W
Regular Season;10;Away;SD;W
Regular Season;11;Home;KC;W
Regular Season;12;Away;NE;L
Regular Season;13;Away;KC;W
Regular Season;14;Home;TEN;W
Regular Season;15;Home;SD;L
Regular Season;16;Away;HOU;W
Regular Season;17;Away;OAK;W
Postseason;19;Home;SD;W
Postseason;20;Home;NE;W
Postseason;22;Home;SEA;L
Pro Bowl;21;Away;SAN;W
Preseason;1;Away;CHI;W
Preseason;2;Home;SEA;L
Preseason;3;Home;SF;L
Preseason;4;Away;ARI;W
Regular Season;1;Home;PIT;W
Regular Season;2;Away;ATL;L
Regular Season;3;Home;HOU;L
Regular Season;4;Home;OAK;W
Regular Season;5;Away;NE;L
Regular Season;6;Away;SD;W
Regular Season;8;Home;NO;W
Regular Season;9;Away;CIN;W
Regular Season;10;Away;CAR;W
Regular Season;11;Home;SD;W
Regular Season;12;Away;KC;W
Regular Season;13;Home;TB;W
Regular Season;14;Away;OAK;W
Regular Season;15;Away;BAL;W
Regular Season;16;Home;CLE;W
Regular Season;17;Home;KC;W
Postseason;19;Home;BAL;L
Pro Bowl;21;Away;NPR;L
Preseason;1;Away;STL;L
Preseason;2;Home;WAS;L
Preseason;3;Home;GB;L
Preseason;4;Away;CIN;W
Regular Season;1;Away;HOU;L
Regular Season;2;Home;CLE;L
Regular Season;3;Home;PIT;L
Regular Season;4;Away;TB;L
Regular Season;5;Home;KC;L
Regular Season;6;Away;CIN;L
Regular Season;7;Away;NO;L
Regular Season;8;Away;TEN;L
Regular Season;9;Home;ATL;L
Regular Season;10;Home;JAC;L
Regular Season;12;Home;CAR;L
Regular Season;13;Away;NE;L
Regular Season;14;Away;BAL;L
Regular Season;15;Home;TEN;W
Regular Season;16;Home;HOU;W
Regular Season;17;Away;JAC;L
Preseason;1;Home;SF;L
Preseason;2;Away;BUF;L
Preseason;3;Away;GB;L
Preseason;4;Home;CIN;L
Regular Season;1;Away;HOU;L
Regular Season;2;Home;NYG;W
Regular Season;3;Away;DEN;W
Regular Season;4;Away;JAC;L
Regular Season;5;Home;KC;W
Regular Season;6;Away;WAS;W
Regular Season;8;Home;HOU;W
Regular Season;9;Away;PHI;L
Regular Season;10;Home;CIN;W
Regular Season;11;Away;NE;L
Regular Season;12;Home;SD;L
Regular Season;13;Home;DAL;L
Regular Season;14;Away;TEN;W
Regular Season;15;Home;JAC;W
Regular Season;16;Away;OAK;W
Regular Season;17;Home;TEN;W
Postseason;18;Home;NYJ;L
Pro Bowl;21;Away;NPR;L
Preseason;1;Home;MIN;L
Preseason;2;Home;PHI;W
Preseason;3;Away;DET;L
Preseason;4;Away;CIN;L
Regular Season;1;Home;JAC;W
Regular Season;2;Away;MIA;W
Regular Season;3;Away;ARI;W
Regular Season;4;Home;SEA;W
Regular Season;5;Away;TEN;W
Regular Season;7;Away;STL;W
Regular Season;8;Home;SF;W
Regular Season;9;Home;HOU;W
Regular Season;10;Home;NE;W
Regular Season;11;Away;BAL;W
Regular Season;12;Away;HOU;W
Regular Season;13;Home;TEN;W
Regular Season;14;Home;DEN;W
Regular Season;15;Away;JAC;W
Regular Season;16;Home;NYJ;L
Regular Season;17;Away;BUF;L
Postseason;19;Home;BAL;W
Postseason;20;Home;NYJ;W
Postseason;22;Home;NO;L
Pro Bowl;21;Away;APR;L
Preseason;0;Away;WAS;L
Preseason;1;Away;CAR;L
Preseason;2;Away;ATL;W
Preseason;3;Home;BUF;L
Preseason;4;Home;CIN;L
Regular Season;1;Home;CHI;L
Regular Season;2;Away;MIN;W
Regular Season;3;Home;JAC;L
Regular Season;5;Away;HOU;W
Regular Season;6;Home;BAL;W
Regular Season;7;Away;GB;L
Regular Season;8;Away;TEN;L
Regular Season;9;Home;NE;W
Regular Season;10;Away;PIT;W
Regular Season;11;Home;HOU;W
Regular Season;12;Away;SD;W
Regular Season;13;Away;CLE;W
Regular Season;14;Home;CIN;W
Regular Season;15;Home;DET;W
Regular Season;16;Away;JAC;W
Regular Season;17;Home;TEN;W
Postseason;18;Away;SD;L
Pro Bowl;22;Away;APR;W
Preseason;1;Away;DAL;L
Preseason;2;Home;CHI;L
Preseason;3;Home;DET;W
Preseason;4;Away;CIN;L
Regular Season;1;Home;NO;W
Regular Season;2;Away;TEN;W
Regular Season;3;Away;HOU;W
Regular Season;4;Home;DEN;W
Regular Season;5;Home;TB;W
Regular Season;7;Away;JAC;W
Regular Season;8;Away;CAR;W
Regular Season;9;Home;NE;L
Regular Season;10;Away;SD;L
Regular Season;11;Home;KC;W
Regular Season;12;Away;ATL;W
Regular Season;13;Home;JAC;W
Regular Season;14;Away;BAL;W
Regular Season;15;Away;OAK;W
Regular Season;16;Home;HOU;W
Regular Season;17;Home;TEN;L
Postseason;19;Home;SD;L
Pro Bowl;22;Away;NPR;L
Preseason;1;Away;STL;L
Preseason;2;Home;SEA;L
Preseason;3;Away;NO;W
Preseason;4;Home;CIN;L
Regular Season;1;Away;NYG;W
Regular Season;2;Home;HOU;W
Regular Season;3;Home;JAC;W
Regular Season;4;Away;NYJ;W
Regular Season;5;Home;TEN;W
Regular Season;7;Home;WAS;W
Regular Season;8;Away;DEN;W
Regular Season;9;Away;NE;W
Regular Season;10;Home;BUF;W
Regular Season;11;Away;DAL;L
Regular Season;12;Home;PHI;W
Regular Season;13;Away;TEN;L
Regular Season;14;Away;JAC;L
Regular Season;15;Home;CIN;W
Regular Season;16;Away;HOU;L
Regular Season;17;Home;MIA;W
Postseason;18;Home;KC;W
Postseason;19;Away;BAL;W
Postseason;20;Home;NE;W
Postseason;21;Away;CHI;W
Pro Bowl;22;Away;APR;L
Regular Season;1;Away;BAL;W
Regular Season;2;Home;JAC;W
Regular Season;3;Home;CLE;W
Regular Season;4;Away;TEN;W
Regular Season;5;Away;SF;W
Regular Season;6;Home;STL;W
Regular Season;7;Away;HOU;W
Regular Season;9;Away;NE;W
Regular Season;10;Home;HOU;W
Regular Season;11;Away;CIN;W
Regular Season;12;Home;PIT;W
Regular Season;13;Home;TEN;W
Regular Season;14;Away;JAC;W
Regular Season;15;Home;SD;L
Regular Season;16;Away;SEA;L
Regular Season;17;Home;ARI;W
Postseason;19;Home;PIT;L
Pro Bowl;22;Away;NPR;L
Regular Season;1;Away;NE;L
Regular Season;2;Away;TEN;W
Regular Season;3;Home;GB;W
Regular Season;4;Away;JAC;W
Regular Season;5;Home;OAK;W
Regular Season;7;Home;JAC;L
Regular Season;8;Away;KC;L
Regular Season;9;Home;MIN;W
Regular Season;10;Home;HOU;W
Regular Season;11;Away;CHI;W
Regular Season;12;Away;DET;W
Regular Season;13;Home;TEN;W
Regular Season;14;Away;HOU;W
Regular Season;15;Home;BAL;W
Regular Season;16;Home;SD;W
Regular Season;17;Away;DEN;L
Postseason;18;Home;DEN;W
Postseason;19;Away;NE;L
Pro Bowl;22;Away;APR;L
Regular Season;1;Away;CLE;W
Regular Season;2;Home;TEN;W
Regular Season;3;Home;JAC;W
Regular Season;4;Away;NO;W
Regular Season;5;Away;TB;W
Regular Season;6;Home;CAR;L
Regular Season;8;Home;HOU;W
Regular Season;9;Away;MIA;W
Regular Season;10;Away;JAC;L
Regular Season;11;Home;NYJ;W
Regular Season;12;Away;BUF;W
Regular Season;13;Home;NE;L
Regular Season;14;Away;TEN;W
Regular Season;15;Home;ATL;W
Regular Season;16;Home;DEN;L
Regular Season;17;Away;HOU;W
Postseason;18;Home;DEN;W
Postseason;19;Away;KC;W
Postseason;20;Away;NE;L
Pro Bowl;22;Away;NPR;L
Preseason;1;Away;SEA;W
Preseason;2;Home;CIN;L
Preseason;3;Home;BUF;W
Preseason;4;Away;NO;L
Regular Season;1;Away;JAC;W
Regular Season;2;Home;MIA;L
Regular Season;3;Away;HOU;W
Regular Season;5;Home;CIN;W
Regular Season;6;Home;BAL;W
Regular Season;7;Away;PIT;L
Regular Season;8;Away;WAS;L
Regular Season;9;Home;TEN;L
Regular Season;10;Away;PHI;W
Regular Season;11;Home;DAL;W
Regular Season;12;Away;DEN;W
Regular Season;13;Home;HOU;W
Regular Season;14;Away;TEN;L
Regular Season;15;Away;CLE;W
Regular Season;16;Home;NYG;L
Regular Season;17;Home;JAC;W
Postseason;18;Away;NYJ;L
Pro Bowl;22;Away;APR;L
Regular Season;1;Away;NYJ;W
Regular Season;2;Home;BUF;W
Regular Season;3;Away;NE;L
Regular Season;5;Home;OAK;L
Regular Season;6;Home;NE;L
Regular Season;7;Away;KC;W
Regular Season;8;Away;BUF;W
Regular Season;9;Home;MIA;L
Regular Season;10;Away;NO;L
Regular Season;11;Home;SF;L
Regular Season;12;Away;BAL;L
Regular Season;13;Away;MIA;L
Regular Season;14;Home;ATL;W
Regular Season;15;Home;NYJ;L
Regular Season;16;Away;STL;L
Regular Season;17;Home;DEN;W
Regular Season;1;Away;KC;W
Regular Season;2;Home;OAK;L
Regular Season;4;Home;JAC;W
Regular Season;5;Away;BUF;W
Regular Season;6;Away;NE;L
Regular Season;7;Away;SEA;W
Regular Season;8;Home;NE;W
Regular Season;9;Home;DET;W
Regular Season;10;Away;CHI;L
Regular Season;11;Home;NYJ;W
Regular Season;12;Away;GB;L
Regular Season;13;Home;MIA;L
Regular Season;14;Away;NYJ;L
Regular Season;15;Home;BUF;W
Regular Season;16;Away;MIA;W
Regular Season;17;Home;MIN;W
Postseason;18;Away;MIA;L
Pro Bowl;22;Away;APR;L
Regular Season;1;Home;BUF;W
Regular Season;2;Away;NE;L
Regular Season;3;Away;SD;W
Regular Season;5;Home;MIA;L
Regular Season;6;Away;NYJ;W
Regular Season;7;Home;CIN;W
Regular Season;8;Home;DAL;W
Regular Season;9;Home;KC;W
Regular Season;10;Away;NYG;W
Regular Season;11;Away;PHI;W
Regular Season;12;Home;NYJ;W
Regular Season;13;Away;MIA;W
Regular Season;14;Home;NE;W
Regular Season;15;Home;WAS;W
Regular Season;16;Away;CLE;W
Regular Season;17;Away;BUF;L
Postseason;19;Home;TEN;L
